wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info
160.0,80.7,80.7,9.9,3.0,2022-07-14T20:00:00-04:00,0.0,83.7,84.7,80.7,1657828800000,0.0,11.0,,,1016.6,,69.1,67.97,,,Overcast,,
141.0,78.8,78.8,9.9,3.0,2022-07-14T21:00:00-04:00,0.0,,81.3,78.8,1657832400000,0.0,5.0,,,1017.2,,69.1,72.21,,,Overcast,,
160.0,78.5,78.5,9.9,6.2,2022-07-14T22:00:00-04:00,,,83.1,78.5,1657836000000,0.0,,,,1017.9,,69.8,74.72,,,Overcast,,
204.0,77.6,77.6,9.9,5.6,2022-07-14T23:00:00-04:00,,,52.8,77.6,1657839600000,0.0,,,,1018.5,,69.1,75.24,,,Partially cloudy,,
0.0,77.6,77.6,9.9,0.0,2022-07-15T00:00:00-04:00,,,46.6,77.6,1657843200000,0.0,,,,1018.7,,68.1,72.61,,,Partially cloudy,,
0.0,75.5,75.5,9.9,0.0,2022-07-15T01:00:00-04:00,,,48.4,75.5,1657846800000,0.0,,,,1018.9,,65.5,71.12,,,Partially cloudy,,
133.0,75.4,75.4,9.9,7.6,2022-07-15T02:00:00-04:00,,,88.9,75.4,1657850400000,0.0,,,,1019.2,,69.9,82.9,,,Overcast,,
338.0,74.6,74.6,9.9,0.2,2022-07-15T03:00:00-04:00,,,97.4,74.6,1657854000000,0.0,,,,1019.2,,69.0,82.73,,,Overcast,,
160.0,74.5,74.5,9.9,3.0,2022-07-15T04:00:00-04:00,,,94.7,74.5,1657857600000,0.0,,,,1018.9,,67.9,80.0,,,Overcast,,
0.0,74.4,74.4,9.9,0.0,2022-07-15T05:00:00-04:00,,,87.5,74.4,1657861200000,0.0,,,,1018.9,,67.9,80.22,,,Overcast,,
339.0,72.6,72.6,9.9,6.7,2022-07-15T06:00:00-04:00,0.0,,89.7,72.6,1657864800000,0.0,7.0,,,1019.1,,65.3,77.79,,,Overcast,,
341.0,73.6,73.6,9.9,7.6,2022-07-15T07:00:00-04:00,0.0,,45.6,73.6,1657868400000,0.0,12.0,,,1019.2,,63.3,70.07,,,Partially cloudy,,
340.0,75.7,75.7,9.9,7.8,2022-07-15T08:00:00-04:00,0.1,,44.6,75.7,1657872000000,0.0,37.0,,,1019.8,,63.0,64.76,,,Partially cloudy,,
11.0,79.8,79.8,9.9,6.6,2022-07-15T09:00:00-04:00,0.2,,44.6,79.8,1657875600000,0.0,65.0,,,1020.0,,62.8,56.14,,,Partially cloudy,,
0.0,80.9,80.9,9.9,0.0,2022-07-15T10:00:00-04:00,0.2,81.8,49.2,80.9,1657879200000,0.0,56.0,,,1020.1,,61.2,51.17,,,Partially cloudy,,
19.0,84.6,84.6,9.9,4.2,2022-07-15T11:00:00-04:00,0.3,85.2,26.4,84.6,1657882800000,0.0,70.0,,,1020.2,,62.1,47.02,,,Partially cloudy,,
66.0,85.8,85.8,9.9,3.0,2022-07-15T12:00:00-04:00,0.3,86.0,46.6,85.8,1657886400000,0.0,86.0,,,1020.4,,61.1,43.56,,,Partially cloudy,,
109.0,85.9,85.9,9.9,4.6,2022-07-15T13:00:00-04:00,3.3,85.8,52.0,85.9,1657890000000,0.0,913.0,,,1020.2,,60.4,42.32,,,Partially cloudy,,
47.0,87.1,87.1,9.9,4.2,2022-07-15T14:00:00-04:00,0.4,86.5,50.6,87.1,1657893600000,0.0,100.0,,,1019.6,,59.4,39.37,,,Partially cloudy,,
54.0,89.4,89.4,9.9,3.4,2022-07-15T15:00:00-04:00,0.4,89.2,47.6,89.4,1657897200000,0.0,100.0,,,1019.3,,60.3,37.76,,,Partially cloudy,,
349.0,88.7,88.7,9.9,6.4,2022-07-15T16:00:00-04:00,0.2,88.5,48.4,88.7,1657900800000,0.0,69.0,,,1018.8,,60.6,39.04,,,Partially cloudy,,
13.0,88.6,88.6,9.9,0.7,2022-07-15T17:00:00-04:00,0.2,88.1,49.2,88.6,1657904400000,0.0,60.0,,,1018.6,,59.6,37.81,,,Partially cloudy,,
196.0,88.5,88.5,9.9,4.8,2022-07-15T18:00:00-04:00,0.2,88.0,48.2,88.5,1657908000000,0.0,56.0,,,1018.4,,59.4,37.65,,,Partially cloudy,,
131.0,84.6,84.6,9.9,10.0,2022-07-15T19:00:00-04:00,0.1,86.4,45.6,84.6,1657911600000,0.0,40.0,,,1018.5,,65.1,52.11,,,Partially cloudy,,
147.0,82.6,82.6,9.9,7.7,2022-07-15T20:00:00-04:00,0.1,84.2,24.4,82.6,1657915200000,0.0,30.0,,,1018.6,,64.4,54.25,,,Clear,,
139.0,81.5,81.5,9.9,5.4,2022-07-15T21:00:00-04:00,,82.8,30.8,81.5,1657918800000,0.0,,,,1018.8,,63.5,54.4,,,Partially cloudy,,
124.0,79.4,79.4,9.9,7.5,2022-07-15T22:00:00-04:00,,,30.8,79.4,1657922400000,0.0,,,,1019.4,,66.2,64.02,,,Partially cloudy,,
160.0,78.3,78.3,9.9,4.2,2022-07-15T23:00:00-04:00,,,44.6,78.3,1657926000000,0.0,,,,1019.7,,67.0,68.3,,,Partially cloudy,,
177.0,77.3,77.3,9.9,7.7,2022-07-16T00:00:00-04:00,,,81.3,77.3,1657929600000,0.0,,,,1020.0,,69.0,75.75,,,Overcast,,
149.0,76.2,76.2,9.9,5.6,2022-07-16T01:00:00-04:00,,,44.6,76.2,1657933200000,0.0,,,,1019.4,,70.0,81.08,,,Partially cloudy,,
216.0,75.1,75.1,9.9,3.2,2022-07-16T02:00:00-04:00,,,44.6,75.1,1657936800000,0.0,,,,1019.3,,70.0,84.01,,,Partially cloudy,,
244.0,74.3,74.3,9.8,4.4,2022-07-16T03:00:00-04:00,,,44.6,74.3,1657940400000,0.0,,,,1019.2,,69.1,83.97,,,Partially cloudy,,
169.0,73.4,73.4,9.9,4.2,2022-07-16T04:00:00-04:00,,,81.1,73.4,1657944000000,0.0,,,,1019.1,,69.0,86.27,,,Overcast,,
105.0,73.4,73.4,9.9,5.4,2022-07-16T05:00:00-04:00,,,92.3,73.4,1657947600000,0.0,,,,1019.0,,69.8,88.67,,,Overcast,,
138.0,73.4,73.4,9.9,3.2,2022-07-16T06:00:00-04:00,0.0,,82.5,73.4,1657951200000,0.0,2.0,,,1018.9,,69.8,88.65,,,Overcast,,
0.0,74.3,74.3,9.9,0.0,2022-07-16T07:00:00-04:00,0.0,,80.3,74.3,1657954800000,0.0,12.0,,,1019.2,,69.2,83.93,,,Overcast,,
164.0,75.5,75.5,9.9,3.4,2022-07-16T08:00:00-04:00,0.2,,80.3,75.5,1657958400000,0.0,44.0,,,1019.3,,70.3,83.97,,,Overcast,,
158.0,78.8,78.8,9.9,5.5,2022-07-16T09:00:00-04:00,0.4,,63.6,78.8,1657962000000,0.0,102.0,,,1019.5,,69.8,74.02,,,Partially cloudy,,
173.0,80.8,80.8,9.9,5.9,2022-07-16T10:00:00-04:00,0.2,83.2,64.6,80.8,1657965600000,0.0,69.0,,,1019.3,,67.0,62.85,,,Partially cloudy,,
195.0,82.9,82.9,9.9,7.8,2022-07-16T11:00:00-04:00,0.3,85.5,85.7,82.9,1657969200000,0.0,76.0,,,1019.1,,67.1,58.99,,,Overcast,,
192.0,83.8,83.8,9.9,9.0,2022-07-16T12:00:00-04:00,0.6,87.1,82.9,83.8,1657972800000,0.0,153.0,,,1018.6,,68.1,59.27,,,Overcast,,
168.0,86.8,86.8,9.9,8.8,2022-07-16T13:00:00-04:00,0.1,91.0,67.3,86.8,1657976400000,0.0,35.0,,,1018.2,,69.0,55.54,,,Partially cloudy,,
177.0,84.6,84.6,9.9,9.2,2022-07-16T14:00:00-04:00,0.3,87.0,85.3,84.6,1657980000000,0.0,70.0,,,1017.6,,66.2,54.12,,,Overcast,,
204.0,84.6,84.6,9.9,11.1,2022-07-16T15:00:00-04:00,0.5,86.9,93.8,84.6,1657983600000,0.0,146.0,,,1016.9,,66.3,54.27,,,Overcast,,
186.0,84.8,84.8,9.9,7.7,2022-07-16T16:00:00-04:00,0.3,86.8,95.6,84.8,1657987200000,0.0,88.0,Lightning Without Thunder,,1016.4,,65.4,52.23,,,Overcast,,
48.0,85.6,85.6,9.9,5.9,2022-07-16T17:00:00-04:00,0.1,88.0,93.2,85.6,1657990800000,0.0,39.0,,,1016.4,,66.3,52.53,,,Overcast,,
74.0,79.5,79.5,9.6,17.8,2022-07-16T18:00:00-04:00,0.1,,98.8,79.5,1657994400000,0.03,33.0,"Lightning Without Thunder, Thunderstorm, Rain, Heavy Rain",,1015.8,,67.8,67.5,,27.7,"Rain, Overcast",,
9.0,71.7,71.7,0.9,7.0,2022-07-16T19:00:00-04:00,0.3,,99.3,71.7,1657998000000,0.37,76.0,"Lightning Without Thunder, Thunderstorm, Rain, Heavy Rain, Light Rain",,1017.5,,66.7,84.28,,,"Rain, Overcast",,
156.0,71.8,71.8,6.9,6.5,2022-07-16T20:00:00-04:00,0.0,,89.7,71.8,1658001600000,0.86,12.0,"Lightning Without Thunder, Rain, Heavy Rain, Light Rain",,1017.3,,68.1,88.32,,,"Rain, Overcast",,
168.0,72.8,72.8,9.9,5.7,2022-07-16T21:00:00-04:00,0.0,,86.5,72.8,1658005200000,0.04,7.0,Light Rain,,1017.0,,68.2,85.36,,,"Rain, Overcast",,
158.0,72.7,72.7,9.9,6.6,2022-07-16T22:00:00-04:00,,,82.5,72.7,1658008800000,0.0,,,,1017.2,,68.1,85.42,,,Overcast,,
177.0,72.8,72.8,9.9,7.6,2022-07-16T23:00:00-04:00,,,94.3,72.8,1658012400000,0.0,,,,1017.7,,68.2,85.45,,,Overcast,,
202.0,72.9,72.9,9.9,6.6,2022-07-17T00:00:00-04:00,,,90.1,72.9,1658016000000,0.0,,Light Rain,,1017.7,,69.2,88.43,,,Overcast,,
193.0,72.9,72.9,9.9,5.8,2022-07-17T01:00:00-04:00,,,80.3,72.9,1658019600000,0.0,,,,1016.9,,69.3,88.5,,,Overcast,,
234.0,72.9,72.9,9.9,4.6,2022-07-17T02:00:00-04:00,,,86.0,72.9,1658023200000,0.0,,,,1017.2,,69.2,88.17,,,Overcast,,
183.0,72.8,72.8,9.9,5.8,2022-07-17T03:00:00-04:00,,,94.3,72.8,1658026800000,0.01,,"Light Drizzle, Light Rain",,1016.6,,69.2,88.49,,,"Rain, Overcast",,
196.0,72.8,72.8,9.9,3.2,2022-07-17T04:00:00-04:00,,,90.2,72.8,1658030400000,0.0,,,,1016.3,,69.3,88.52,,,Overcast,,
229.0,72.7,72.7,9.9,4.5,2022-07-17T05:00:00-04:00,,,86.0,72.7,1658034000000,0.0,,,,1016.3,,69.2,88.64,,,Overcast,,
234.0,72.8,72.8,8.3,4.7,2022-07-17T06:00:00-04:00,0.0,,87.4,72.8,1658037600000,0.0,7.0,Mist,,1016.5,,70.0,90.93,,,Overcast,,
235.0,73.6,73.6,9.9,4.4,2022-07-17T07:00:00-04:00,0.1,,44.6,73.6,1658041200000,0.0,21.0,,,1016.6,,70.0,88.68,,,Partially cloudy,,
192.0,74.7,74.7,9.9,3.3,2022-07-17T08:00:00-04:00,0.2,,89.7,74.7,1658044800000,0.0,58.0,,,1017.0,,69.4,83.65,,,Overcast,,
349.0,74.9,74.9,9.9,0.1,2022-07-17T09:00:00-04:00,0.1,,99.5,74.9,1658048400000,0.0,37.0,,,1017.0,,70.1,84.95,,,Overcast,,
143.0,75.8,75.8,9.9,3.2,2022-07-17T10:00:00-04:00,0.3,,99.2,75.8,1658052000000,0.0,84.0,,,1016.3,,70.1,82.38,,,Overcast,,
15.0,78.3,78.3,9.9,0.2,2022-07-17T11:00:00-04:00,0.2,,54.2,78.3,1658055600000,0.0,65.0,,,1016.5,,70.2,76.35,,,Partially cloudy,,
23.0,82.8,82.8,9.9,0.5,2022-07-17T12:00:00-04:00,0.5,87.5,88.9,82.8,1658059200000,0.0,127.0,,,1016.6,,71.1,67.96,,,Overcast,,
85.0,84.7,84.7,9.9,3.0,2022-07-17T13:00:00-04:00,0.5,90.5,52.8,84.7,1658062800000,0.0,143.0,,,1016.8,,72.0,65.97,,,Partially cloudy,,
29.0,84.7,84.7,9.9,0.6,2022-07-17T14:00:00-04:00,0.4,90.7,86.1,84.7,1658066400000,0.0,123.0,,,1016.4,,72.1,65.97,,,Overcast,,
184.0,85.7,85.7,9.9,5.2,2022-07-17T15:00:00-04:00,0.4,92.9,96.6,85.7,1658070000000,0.0,120.0,,,1015.8,,73.2,66.22,,,Overcast,,
171.0,85.7,85.7,9.9,8.8,2022-07-17T16:00:00-04:00,0.3,93.6,70.3,85.7,1658073600000,0.0,90.0,,,1015.4,,74.1,68.34,,,Partially cloudy,,
186.0,84.6,84.6,9.9,8.8,2022-07-17T17:00:00-04:00,0.1,91.5,95.6,84.6,1658077200000,0.0,21.0,,,1015.6,,73.3,69.01,,,Overcast,,
218.0,83.6,83.6,9.9,5.5,2022-07-17T18:00:00-04:00,0.0,90.1,91.1,83.6,1658080800000,0.0,9.0,,,1015.5,,73.4,71.34,,,Overcast,,
175.0,82.8,82.8,9.9,7.9,2022-07-17T19:00:00-04:00,0.1,89.3,91.7,82.8,1658084400000,0.0,16.0,,,1015.1,,74.1,75.0,,,Overcast,,
197.0,79.7,79.7,9.8,7.0,2022-07-17T20:00:00-04:00,0.0,,70.5,79.7,1658088000000,0.0,5.0,,,1014.9,,67.3,65.89,,,Partially cloudy,,
238.0,78.6,78.6,9.9,4.2,2022-07-17T21:00:00-04:00,0.0,,70.2,78.6,1658091600000,0.0,5.0,,,1015.6,,66.3,65.88,,,Partially cloudy,,
202.0,78.5,78.5,9.9,7.6,2022-07-17T22:00:00-04:00,,,62.6,78.5,1658095200000,0.0,,,,1016.0,,67.1,68.24,,,Partially cloudy,,
189.0,77.7,77.7,9.8,6.6,2022-07-17T23:00:00-04:00,,,94.3,77.7,1658098800000,0.0,,Mist,,1015.7,,69.2,75.18,,,Overcast,,
158.0,76.5,76.5,9.9,6.7,2022-07-18T00:00:00-04:00,,,96.0,76.5,1658102400000,0.0,,,,1015.6,,68.2,75.51,,,Overcast,,
142.0,76.5,76.5,9.9,5.6,2022-07-18T01:00:00-04:00,,,92.1,76.5,1658106000000,0.0,,,,1015.6,,69.1,77.98,,,Overcast,,
149.0,76.5,76.5,9.9,4.6,2022-07-18T02:00:00-04:00,,,92.3,76.5,1658109600000,0.0,,,,1015.2,,69.1,78.06,,,Overcast,,
158.0,76.4,76.4,9.9,5.5,2022-07-18T03:00:00-04:00,,,79.3,76.4,1658113200000,0.0,,,,1014.3,,69.2,78.3,,,Overcast,,
192.0,76.5,76.5,9.9,7.8,2022-07-18T04:00:00-04:00,,,82.5,76.5,1658116800000,0.0,,,,1014.1,,71.0,83.25,,,Overcast,,
187.0,76.5,76.5,9.9,9.8,2022-07-18T05:00:00-04:00,,,90.9,76.5,1658120400000,0.0,,,,1014.1,,71.0,83.27,,,Overcast,,
192.0,75.5,75.5,9.8,9.7,2022-07-18T06:00:00-04:00,0.0,,90.1,75.5,1658124000000,0.0,1.0,,,1014.1,,71.1,86.23,,,Overcast,,
188.0,76.7,76.7,9.9,12.2,2022-07-18T07:00:00-04:00,0.0,,89.1,76.7,1658127600000,0.0,12.0,,,1014.0,,72.0,85.69,,,Overcast,,
191.0,78.0,78.0,9.9,9.3,2022-07-18T08:00:00-04:00,0.1,,85.0,78.0,1658131200000,0.0,19.0,,,1014.2,,72.0,81.73,,,Overcast,,
191.0,80.0,80.0,9.9,11.6,2022-07-18T09:00:00-04:00,0.3,84.1,87.0,80.0,1658134800000,0.0,95.0,,,1014.0,,73.0,79.11,,,Overcast,,
191.0,83.0,83.0,9.9,11.6,2022-07-18T10:00:00-04:00,0.3,88.9,68.4,83.0,1658138400000,0.0,90.0,,,1013.7,,73.1,72.17,,20.8,Partially cloudy,,
199.0,84.7,84.7,9.9,14.7,2022-07-18T11:00:00-04:00,0.4,91.5,91.1,84.7,1658142000000,0.0,111.0,,,1013.2,,73.1,68.24,,,Overcast,,
207.0,87.1,87.1,9.9,13.7,2022-07-18T12:00:00-04:00,0.7,95.5,92.8,87.1,1658145600000,0.0,186.0,,,1012.9,,74.0,65.12,,,Overcast,,
182.0,88.0,88.0,9.9,15.8,2022-07-18T13:00:00-04:00,0.3,96.7,92.8,88.0,1658149200000,0.0,91.0,,,1012.1,,74.0,63.24,,21.9,Overcast,,
200.0,90.8,90.8,9.9,16.0,2022-07-18T14:00:00-04:00,0.9,99.5,85.3,90.8,1658152800000,0.0,259.0,,,1011.3,,73.1,56.35,,27.0,Overcast,,
190.0,90.9,90.9,9.9,14.9,2022-07-18T15:00:00-04:00,0.3,99.7,82.9,90.9,1658156400000,0.0,72.0,,,1010.1,,73.2,56.23,,26.0,Overcast,,
199.0,91.0,91.0,9.9,16.5,2022-07-18T16:00:00-04:00,0.2,99.7,82.9,91.0,1658160000000,0.0,51.0,,,1009.7,,73.1,56.02,,23.7,Overcast,,
199.0,90.0,90.0,9.9,13.4,2022-07-18T17:00:00-04:00,0.0,96.6,82.3,90.0,1658163600000,0.0,7.0,,,1009.4,,71.3,54.32,,,Overcast,,
346.0,82.2,82.2,9.9,7.1,2022-07-18T18:00:00-04:00,0.2,85.7,87.5,82.2,1658167200000,0.0,44.0,,,1009.5,,69.2,64.97,,,Overcast,,
22.0,80.2,80.2,9.9,6.9,2022-07-18T19:00:00-04:00,0.1,83.7,81.3,80.2,1658170800000,0.0,23.0,,,1009.8,,71.0,73.69,,,Overcast,,
9.0,81.0,81.0,9.9,4.3,2022-07-18T20:00:00-04:00,0.0,85.2,64.7,81.0,1658174400000,0.0,5.0,,,1009.6,,71.9,73.99,,,Partially cloudy,,
5.0,79.0,79.0,9.9,6.6,2022-07-18T21:00:00-04:00,0.0,,69.1,79.0,1658178000000,0.0,9.0,,,1010.0,,72.0,79.25,,,Partially cloudy,,
166.0,79.5,79.5,9.6,4.8,2022-07-18T22:00:00-04:00,,,81.3,79.5,1658181600000,0.0,,Mist,,1010.3,,72.0,77.88,,,Overcast,,
193.0,80.3,80.3,9.6,5.6,2022-07-18T23:00:00-04:00,,84.2,80.3,80.3,1658185200000,0.0,,Fog,,1011.0,,71.9,75.69,,,Overcast,,
241.0,80.4,80.4,9.6,4.6,2022-07-19T00:00:00-04:00,,83.5,82.5,80.4,1658188800000,0.0,,Fog,,1011.3,,69.4,69.17,,,Overcast,,
269.0,80.4,80.4,9.6,5.8,2022-07-19T01:00:00-04:00,,83.4,82.3,80.4,1658192400000,0.0,,Mist,,1011.2,,69.3,69.22,,,Overcast,,
289.0,79.5,79.5,9.6,4.4,2022-07-19T02:00:00-04:00,,,96.0,79.5,1658196000000,0.0,,Fog,,1011.2,,69.4,71.27,,,Overcast,,
290.0,78.6,78.6,9.9,3.3,2022-07-19T03:00:00-04:00,,,98.8,78.6,1658199600000,0.0,,,,1010.9,,69.4,73.33,,,Overcast,,
310.0,78.7,78.7,9.9,4.6,2022-07-19T04:00:00-04:00,,,94.3,78.7,1658203200000,0.0,,,,1010.9,,67.1,67.77,,,Overcast,,
291.0,78.6,78.6,9.9,3.3,2022-07-19T05:00:00-04:00,,,97.4,78.6,1658206800000,0.0,,,,1011.0,,66.3,65.81,,,Overcast,,
302.0,77.8,77.8,9.9,5.5,2022-07-19T06:00:00-04:00,0.0,,88.9,77.8,1658210400000,0.0,5.0,,,1011.3,,66.2,67.5,,,Overcast,,
229.0,76.8,76.8,9.9,3.2,2022-07-19T07:00:00-04:00,0.1,,86.1,76.8,1658214000000,0.0,16.0,,,1011.8,,67.0,71.89,,,Overcast,,
319.0,80.7,80.7,9.9,6.7,2022-07-19T08:00:00-04:00,0.3,83.1,82.5,80.7,1658217600000,0.0,83.0,,,1012.3,,67.0,63.14,,,Overcast,,
310.0,80.9,80.9,9.9,9.2,2022-07-19T09:00:00-04:00,0.2,83.0,81.1,80.9,1658221200000,0.0,48.0,,,1012.4,,66.1,60.81,,,Overcast,,
336.0,81.0,81.0,9.9,9.1,2022-07-19T10:00:00-04:00,0.3,83.4,99.2,81.0,1658224800000,0.0,74.0,,,1012.8,,67.0,62.45,,,Overcast,,
317.0,82.0,82.0,9.9,6.9,2022-07-19T11:00:00-04:00,0.4,84.4,86.7,82.0,1658228400000,0.0,123.0,,,1012.8,,66.9,60.31,,,Overcast,,
341.0,83.8,83.8,9.9,3.0,2022-07-19T12:00:00-04:00,0.5,86.4,86.7,83.8,1658232000000,0.0,132.0,,,1012.7,,66.9,57.04,,,Overcast,,
210.0,85.9,85.9,9.9,4.7,2022-07-19T13:00:00-04:00,3.3,88.7,66.3,85.9,1658235600000,0.0,928.0,,,1012.3,,66.9,53.15,,,Partially cloudy,,
357.0,87.1,87.1,9.9,4.9,2022-07-19T14:00:00-04:00,0.5,88.2,46.6,87.1,1658239200000,0.0,150.0,,,1011.9,,63.4,45.34,,,Partially cloudy,,
232.0,88.8,88.8,9.9,4.8,2022-07-19T15:00:00-04:00,0.3,90.8,26.4,88.8,1658242800000,0.0,83.0,,,1011.3,,65.2,45.73,,,Partially cloudy,,
6.0,88.1,88.1,9.9,9.8,2022-07-19T16:00:00-04:00,0.2,91.0,48.4,88.1,1658246400000,0.0,65.0,,,1010.9,,66.9,49.57,,,Partially cloudy,,
264.0,89.8,89.8,9.9,5.0,2022-07-19T17:00:00-04:00,0.3,91.4,48.2,89.8,1658250000000,0.0,79.0,,,1010.4,,64.3,43.0,,,Partially cloudy,,
343.0,89.6,89.6,9.9,7.7,2022-07-19T18:00:00-04:00,0.1,91.8,65.6,89.6,1658253600000,0.0,21.0,,,1010.2,,65.5,45.04,,,Partially cloudy,,
316.0,89.5,89.5,9.9,4.9,2022-07-19T19:00:00-04:00,0.1,91.3,46.6,89.5,1658257200000,0.0,32.0,,,1010.0,,64.8,44.16,,,Partially cloudy,,
240.0,87.2,87.2,9.9,8.1,2022-07-19T20:00:00-04:00,0.0,90.7,27.3,87.2,1658260800000,0.0,5.0,,,1010.1,,68.0,53.05,,,Partially cloudy,,
232.0,83.6,83.6,9.9,5.8,2022-07-19T21:00:00-04:00,0.0,86.9,44.6,83.6,1658264400000,0.0,9.0,,,1010.3,,68.3,60.04,,,Partially cloudy,,
242.0,82.6,82.6,9.9,6.7,2022-07-19T22:00:00-04:00,,86.3,0.0,82.6,1658268000000,0.0,,,,1011.0,,69.3,64.29,,,Clear,,
232.0,81.7,81.7,9.9,5.9,2022-07-19T23:00:00-04:00,,85.1,0.0,81.7,1658271600000,0.0,,,,1011.6,,69.3,66.21,,,Clear,,
234.0,80.3,80.3,9.9,5.8,2022-07-20T00:00:00-04:00,,83.1,0.0,80.3,1658275200000,0.0,,,,1011.5,,68.3,66.91,,,Clear,,
198.0,78.6,78.6,9.9,4.6,2022-07-20T01:00:00-04:00,,,0.0,78.6,1658278800000,0.0,,,,1011.4,,69.3,73.3,,,Clear,,
207.0,78.5,78.5,9.9,3.5,2022-07-20T02:00:00-04:00,,,0.0,78.5,1658282400000,0.0,,,,1011.1,,69.2,73.17,,,Clear,,
205.0,75.5,75.5,9.9,5.6,2022-07-20T03:00:00-04:00,,,0.0,75.5,1658286000000,0.0,,,,1010.9,,69.2,80.86,,,Clear,,
210.0,75.5,75.5,9.9,5.6,2022-07-20T04:00:00-04:00,,,0.0,75.5,1658289600000,0.0,,,,1010.6,,70.0,83.1,,,Clear,,
210.0,74.7,74.7,9.9,3.3,2022-07-20T05:00:00-04:00,,,0.0,74.7,1658293200000,0.0,,,,1010.5,,69.2,83.05,,,Clear,,
220.0,74.6,74.6,9.8,4.6,2022-07-20T06:00:00-04:00,,,25.8,74.6,1658296800000,0.0,,Mist,,1010.8,,69.2,83.16,,,Partially cloudy,,
220.0,74.7,74.7,9.9,4.6,2022-07-20T07:00:00-04:00,0.0,,0.0,74.7,1658300400000,0.0,12.0,,,1011.1,,70.1,85.63,,,Clear,,
232.0,78.0,78.0,9.9,3.3,2022-07-20T08:00:00-04:00,0.2,,25.8,78.0,1658304000000,0.0,44.0,,,1011.4,,70.1,76.68,,,Partially cloudy,,
136.0,80.1,80.1,9.9,3.3,2022-07-20T09:00:00-04:00,0.2,83.3,25.8,80.1,1658307600000,0.0,48.0,,,1011.3,,70.0,71.49,,,Partially cloudy,,
160.0,83.1,83.1,9.9,4.4,2022-07-20T10:00:00-04:00,0.2,86.8,0.0,83.1,1658311200000,0.0,51.0,,,1011.2,,69.2,62.89,,,Clear,,
80.0,86.1,86.1,9.9,3.2,2022-07-20T11:00:00-04:00,0.2,90.2,0.0,86.1,1658314800000,0.0,65.0,,,1010.9,,69.1,57.03,,,Clear,,
82.0,89.0,89.0,9.9,3.2,2022-07-20T12:00:00-04:00,0.3,92.1,26.9,89.0,1658318400000,0.0,76.0,,,1010.4,,66.9,48.15,,,Partially cloudy,,
169.0,89.9,89.9,9.9,8.7,2022-07-20T13:00:00-04:00,3.3,93.9,48.3,89.9,1658322000000,0.0,904.0,,,1009.8,,68.0,48.68,,,Partially cloudy,,
171.0,89.1,89.1,9.9,10.2,2022-07-20T14:00:00-04:00,0.4,93.7,48.3,89.1,1658325600000,0.0,113.0,,,1009.2,,69.1,51.8,,,Partially cloudy,,
176.0,91.0,91.0,9.9,11.2,2022-07-20T15:00:00-04:00,0.5,96.7,82.8,91.0,1658329200000,0.0,125.0,,,1008.7,,69.9,50.23,,,Overcast,,
171.0,91.1,91.1,9.9,12.5,2022-07-20T16:00:00-04:00,0.1,96.8,48.3,91.1,1658332800000,0.0,40.0,,,1008.0,,70.1,50.41,,,Partially cloudy,,
200.0,91.1,91.1,9.9,12.5,2022-07-20T17:00:00-04:00,0.2,95.2,47.2,91.1,1658336400000,0.0,56.0,,,1007.5,,68.1,47.05,,,Partially cloudy,,
182.0,89.9,89.9,9.9,13.7,2022-07-20T18:00:00-04:00,0.2,96.2,45.4,89.9,1658340000000,0.0,55.0,,,1006.9,,71.0,53.84,,20.8,Partially cloudy,,
171.0,89.0,89.0,9.9,12.6,2022-07-20T19:00:00-04:00,0.1,97.0,25.8,89.0,1658343600000,0.0,32.0,,,1006.7,,73.0,59.29,,,Partially cloudy,,
180.0,87.9,87.9,9.9,11.2,2022-07-20T20:00:00-04:00,0.0,94.6,0.0,87.9,1658347200000,0.0,9.0,,,1007.0,,71.9,59.15,,,Clear,,
180.0,85.6,85.6,9.9,7.9,2022-07-20T21:00:00-04:00,0.0,92.7,0.0,85.6,1658350800000,0.0,7.0,,,1007.1,,73.1,66.28,,,Clear,,
180.0,84.4,84.4,9.9,8.9,2022-07-20T22:00:00-04:00,,91.1,0.0,84.4,1658354400000,0.0,,,,1007.2,,73.1,69.02,,,Clear,,
180.0,83.6,83.6,9.9,10.1,2022-07-20T23:00:00-04:00,,90.5,25.8,83.6,1658358000000,0.0,,,,1007.1,,74.0,72.99,,,Partially cloudy,,
0.0,72.8,72.8,9.9,0.0,2022-08-01T00:00:00-04:00,,,100.0,72.8,1659312000000,0.0,,,,1017.3,,67.1,82.2,,,Overcast,,
0.0,72.8,72.8,9.9,0.0,2022-08-01T01:00:00-04:00,,,100.0,72.8,1659315600000,0.0,,,,1016.9,,66.2,79.79,,,Overcast,,
0.0,73.7,73.7,9.9,0.0,2022-08-01T02:00:00-04:00,,,100.0,73.7,1659319200000,0.0,,,,1016.3,,67.1,80.01,,,Overcast,,
0.0,73.8,73.8,9.9,0.0,2022-08-01T03:00:00-04:00,,,100.0,73.8,1659322800000,0.0,,,,1015.9,,67.1,79.59,,,Overcast,,
0.0,72.9,72.9,9.9,0.0,2022-08-01T04:00:00-04:00,,,100.0,72.9,1659326400000,0.0,,,,1015.5,,68.3,85.49,,,Overcast,,
